"cell50x50","SR_forest_ebba1","SR_agriculture_ebba1","SR_generalist_ebba1","SR_forest_ebba2","SR_agriculture_ebba2","SR_generalist_ebba2","deltaSR_bird_forest","deltaSR_bird_agriculture","deltaSR_bird_generalist","SR_forest_m_b2000","SR_agriculture_m_b2000","SR_generalist_m_b2000","SR_forest_m_a2015","SR_agriculture_m_a2015","SR_generalist_m_a2015","deltaSR_mammal_forest","deltaSR_mammal_agriculture","deltaSR_mammal_generalist"
"34TFQ4",13,19,54,22,20,61,9,1,7,NA,NA,NA,1,NA,NA,NA,NA,NA
"34TFR1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,NA,NA,NA
"34TFR2",33,12,45,38,17,55,5,5,10,1,NA,NA,3,NA,8,2,NA,NA
"34TFR3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA
"34TFR4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,6,NA,NA,NA
"34TFS1",33,16,56,45,19,61,12,3,5,7,NA,7,3,NA,12,-4,NA,5
"34TFS2",27,9,50,31,17,51,4,8,1,NA,NA,NA,NA,NA,2,NA,NA,NA
"34TFS3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,10,NA,NA,NA
"34TFS4",30,13,60,41,18,65,11,5,5,NA,NA,NA,4,NA,5,NA,NA,NA
"34TFT1",18,22,67,27,25,72,9,3,5,NA,NA,NA,NA,1,1,NA,NA,NA
"34TFT2",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,3,NA,3,1,NA,0
"34TFT3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,4,NA,NA,NA
"34TFT4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,NA,NA,NA
"34TGK1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,7,NA,NA,5
"34TGL1",31,26,72,48,26,76,17,0,4,4,NA,13,4,NA,7,0,NA,-6
"34TGL2",26,30,77,21,21,68,-5,-9,-9,2,NA,4,NA,NA,4,NA,NA,0
"34TGM1",NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,14,1,1,10,-5,-3,-4
"34TGM2",40,26,73,50,26,85,10,0,12,4,5,15,2,NA,5,-2,NA,-10
"34TGN1",34,25,82,37,21,79,3,-4,-3,5,3,12,2,NA,10,-3,NA,-2
"34TGN2",30,22,83,38,24,92,8,2,9,6,2,14,1,1,9,-5,-1,-5
"34TGP1",20,25,67,25,34,88,5,9,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34TGP2",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,NA,NA,1,NA,NA,-4
"34TGQ2",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,NA,3,-1,NA,2
"34TGR1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,NA,NA,NA
"34TGR2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA
"34TGS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,8,NA,NA,NA
"34TGS2",31,21,78,35,26,80,4,5,2,NA,NA,NA,1,NA,6,NA,NA,NA
"34TGT1",32,16,67,35,15,65,3,-1,-2,NA,NA,NA,4,NA,4,NA,NA,NA
"34TGT2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,17,NA,NA,NA
"34UCA1",32,27,84,41,32,89,9,5,5,9,1,25,7,1,19,-2,0,-6
"34UCA2",41,31,90,45,35,98,4,4,8,5,NA,10,4,NA,22,-1,NA,12
"34UCA3",35,33,86,39,33,84,4,0,-2,11,1,25,4,1,20,-7,0,-5
"34UCA4",36,34,91,44,39,89,8,5,-2,9,1,15,6,1,24,-3,0,9
"34UCB1",35,27,79,37,26,75,2,-1,-4,7,1,20,3,NA,8,-4,NA,-12
"34UCB2",35,29,81,45,34,88,10,5,7,6,1,19,4,NA,16,-2,NA,-3
"34UCB3",34,30,80,35,27,81,1,-3,1,8,1,19,4,1,11,-4,0,-8
"34UCB4",35,28,84,37,30,82,2,2,-2,11,1,20,4,NA,17,-7,NA,-3
"34UCC1",31,33,80,38,37,85,7,4,5,4,1,12,1,NA,12,-3,NA,0
"34UCC2",32,36,83,36,33,86,4,-3,3,2,1,16,1,NA,8,-1,NA,-8
"34UCC3",32,36,83,32,33,83,0,-3,0,3,1,13,3,NA,6,0,NA,-7
"34UCC4",30,33,86,37,31,85,7,-2,-1,5,1,22,2,1,14,-3,0,-8
"34UCD1",31,29,80,40,28,82,9,-1,2,9,1,24,4,NA,19,-5,NA,-5
"34UCD2",31,30,80,39,31,85,8,1,5,2,NA,13,5,1,11,3,NA,-2
"34UCD3",34,31,81,43,33,86,9,2,5,4,1,16,2,NA,8,-2,NA,-8
"34UCD4",33,35,87,39,38,87,6,3,0,4,NA,5,4,NA,13,0,NA,8
"34UCE1",35,29,83,40,30,78,5,1,-5,3,1,11,5,NA,15,2,NA,4
"34UCE2",35,29,83,40,32,83,5,3,0,5,1,16,2,NA,11,-3,NA,-5
"34UCE3",35,27,83,41,34,86,6,7,3,8,1,18,4,NA,15,-4,NA,-3
"34UCE4",36,30,84,44,32,87,8,2,3,5,1,16,5,1,13,0,0,-3
"34UCF1",38,35,74,45,32,78,7,-3,4,4,2,15,8,NA,22,4,NA,7
"34UCF2",37,29,79,45,32,87,8,3,8,5,1,16,12,1,29,7,0,13
"34UCF4",36,34,91,41,36,83,5,2,-8,2,NA,3,5,NA,23,3,NA,20
"34UCU1",34,18,66,43,21,74,9,3,8,NA,NA,1,3,1,11,NA,NA,10
"34UCU2",34,30,95,39,27,87,5,-3,-8,2,NA,6,10,1,17,8,NA,11
"34UCU3",38,24,81,46,22,77,8,-2,-4,NA,1,NA,8,NA,11,NA,NA,NA
"34UCU4",35,27,86,40,29,84,5,2,-2,2,1,8,6,1,15,4,0,7
"34UCV1",40,24,87,47,23,78,7,-1,-9,1,NA,1,9,NA,17,8,NA,16
"34UCV2",43,26,87,46,30,87,3,4,0,NA,NA,NA,9,NA,20,NA,NA,NA
"34UCV3",40,19,72,47,28,72,7,9,0,9,NA,17,7,NA,13,-2,NA,-4
"34UCV4",44,24,86,47,25,79,3,1,-7,NA,NA,1,14,3,29,NA,NA,28
"34UDA1",35,26,82,34,24,84,-1,-2,2,9,1,12,5,1,19,-4,0,7
"34UDA2",37,25,77,43,28,85,6,3,8,9,2,23,10,2,27,1,0,4
"34UDA3",35,27,87,38,34,91,3,7,4,NA,NA,4,5,1,14,NA,NA,10
"34UDA4",38,28,80,42,28,82,4,0,2,6,NA,8,6,1,16,0,NA,8
"34UDB1",33,28,82,38,32,84,5,4,2,4,1,17,2,NA,5,-2,NA,-12
"34UDB2",35,28,82,41,32,84,6,4,2,8,1,9,2,1,10,-6,0,1
"34UDB3",36,28,84,40,31,87,4,3,3,3,NA,7,8,NA,22,5,NA,15
"34UDB4",35,33,86,43,30,86,8,-3,0,8,3,20,8,NA,15,0,NA,-5
"34UDC1",31,33,82,38,31,84,7,-2,2,4,1,6,5,NA,20,1,NA,14
"34UDC2",35,29,86,41,31,80,6,2,-6,6,1,18,3,1,14,-3,0,-4
"34UDC3",32,30,82,46,32,89,14,2,7,7,1,20,9,1,25,2,0,5
"34UDC4",34,30,85,39,31,83,5,1,-2,3,1,17,4,1,20,1,0,3
"34UDD1",31,28,78,41,31,85,10,3,7,6,NA,14,2,NA,3,-4,NA,-11
"34UDD2",34,34,85,40,35,81,6,1,-4,4,NA,7,1,NA,10,-3,NA,3
"34UDD3",31,23,76,40,28,79,9,5,3,1,NA,7,1,NA,6,0,NA,-1
"34UDD4",34,33,83,42,35,82,8,2,-1,7,NA,19,2,NA,16,-5,NA,-3
"34UDE1",36,27,81,42,29,83,6,2,2,5,1,11,4,NA,14,-1,NA,3
"34UDE2",35,27,78,40,29,81,5,2,3,6,1,21,2,NA,12,-4,NA,-9
"34UDE3",39,28,89,44,31,85,5,3,-4,2,NA,11,4,1,20,2,NA,9
"34UDE4",37,26,87,45,27,83,8,1,-4,3,NA,10,2,NA,12,-1,NA,2
"34UDF1",39,32,85,43,33,82,4,1,-3,NA,NA,NA,3,NA,9,NA,NA,NA
"34UDF2",39,28,82,44,33,84,5,5,2,3,NA,4,2,NA,15,-1,NA,11
"34UDF3",38,35,96,42,31,83,4,-4,-13,NA,NA,NA,6,1,19,NA,NA,NA
"34UDF4",38,32,84,44,32,82,6,0,-2,1,NA,3,5,NA,18,4,NA,15
"34UDG4",30,20,63,34,23,63,4,3,0,NA,NA,1,1,NA,12,NA,NA,11
"34UDU1",43,22,90,47,23,79,4,1,-11,NA,NA,NA,4,1,16,NA,NA,NA
"34UDU2",33,22,78,40,24,78,7,2,0,1,NA,NA,3,NA,9,2,NA,NA
"34UDU3",43,27,84,47,25,77,4,-2,-7,1,NA,2,11,1,20,10,NA,18
"34UDU4",31,20,73,42,29,86,11,9,13,5,1,11,13,2,20,8,1,9
"34UDV1",41,20,68,48,29,81,7,9,13,10,1,23,8,1,23,-2,0,0
"34UDV2",38,20,69,47,21,70,9,1,1,4,NA,9,7,3,17,3,NA,8
"34UDV3",43,22,84,47,25,74,4,3,-10,12,2,21,5,NA,22,-7,NA,1
"34UDV4",42,21,80,46,20,74,4,-1,-6,NA,NA,1,2,1,11,NA,NA,10
"34UEA1",33,31,82,37,31,86,4,0,4,1,NA,10,3,1,8,2,NA,-2
"34UEA2",36,26,77,39,28,82,3,2,5,2,NA,6,6,1,16,4,NA,10
"34UEA3",36,30,84,43,32,88,7,2,4,3,NA,5,6,2,17,3,NA,12
"34UEA4",37,25,77,41,25,78,4,0,1,3,2,19,9,1,23,6,-1,4
"34UEB1",33,28,86,38,32,85,5,4,-1,NA,NA,2,5,1,9,NA,NA,7
"34UEB2",33,29,85,40,32,84,7,3,-1,7,2,17,5,1,15,-2,-1,-2
"34UEB3",34,34,85,38,39,88,4,5,3,7,1,12,4,1,13,-3,0,1
"34UEB4",39,32,92,39,33,83,0,1,-9,3,3,13,4,1,24,1,-2,11
"34UEC1",34,35,82,44,38,87,10,3,5,8,1,19,8,1,25,0,0,6
"34UEC2",34,34,84,42,36,87,8,2,3,6,1,15,13,1,26,7,0,11
"34UEC3",31,31,80,43,32,87,12,1,7,7,1,13,3,NA,11,-4,NA,-2
"34UEC4",31,32,87,40,36,89,9,4,2,8,1,18,1,1,14,-7,0,-4
"34UED1",32,31,83,41,35,86,9,4,3,3,NA,6,1,NA,5,-2,NA,-1
"34UED2",34,35,83,40,41,90,6,6,7,3,1,16,5,NA,20,2,NA,4
"34UED3",35,36,86,44,35,89,9,-1,3,3,1,15,5,NA,22,2,NA,7
"34UED4",34,30,86,39,33,82,5,3,-4,3,1,13,3,NA,20,0,NA,7
"34UEE1",40,32,87,46,33,88,6,1,1,8,1,18,2,NA,14,-6,NA,-4
"34UEE2",40,26,81,44,31,82,4,5,1,5,NA,9,4,NA,15,-1,NA,6
"34UEE3",35,31,83,47,29,86,12,-2,3,7,1,14,3,NA,12,-4,NA,-2
"34UEE4",37,40,90,43,38,90,6,-2,0,2,NA,7,3,NA,18,1,NA,11
"34UEF1",37,32,81,41,32,92,4,0,11,NA,NA,NA,NA,NA,2,NA,NA,NA
"34UEF2",36,28,80,43,32,84,7,4,4,5,NA,11,3,NA,9,-2,NA,-2
"34UEF3",33,24,74,42,27,81,9,3,7,NA,NA,NA,1,NA,4,NA,NA,NA
"34UEF4",40,30,84,47,30,86,7,0,2,NA,1,8,3,NA,8,NA,NA,0
"34UEG1",40,37,79,48,35,88,8,-2,9,NA,NA,1,1,NA,13,NA,NA,12
"34UEG2",40,39,93,47,41,97,7,2,4,2,NA,5,4,NA,18,2,NA,13
"34UEG3",41,34,84,43,33,79,2,-1,-5,NA,NA,NA,1,NA,6,NA,NA,NA
"34UEG4",38,30,77,49,37,89,11,7,12,NA,NA,NA,5,2,14,NA,NA,NA
"34UEU1",40,23,82,46,26,85,6,3,3,NA,NA,2,3,NA,8,NA,NA,6
"34UEU2",29,29,91,38,31,88,9,2,-3,NA,NA,NA,4,2,13,NA,NA,NA
"34UEU3",32,32,94,36,35,97,4,3,3,2,2,12,2,1,15,0,-1,3
"34UEU4",23,26,79,30,29,85,7,3,6,NA,NA,NA,1,NA,2,NA,NA,NA
"34UEV1",38,20,64,45,20,71,7,0,7,6,NA,18,6,1,13,0,NA,-5
"34UEV2",38,20,72,44,22,72,6,2,0,NA,NA,NA,4,NA,11,NA,NA,NA
"34UEV3",42,25,76,43,24,71,1,-1,-5,9,2,16,6,NA,19,-3,NA,3
"34UEV4",40,28,88,47,26,81,7,-2,-7,2,NA,2,2,NA,8,0,NA,6
"34UFA1",37,27,84,45,32,89,8,5,5,4,1,16,3,1,11,-1,0,-5
"34UFA2",38,32,87,44,29,80,6,-3,-7,5,1,17,4,1,12,-1,0,-5
"34UFA3",37,35,98,45,38,95,8,3,-3,5,4,17,1,1,9,-4,-3,-8
"34UFA4",37,37,102,40,32,88,3,-5,-14,11,3,22,13,2,27,2,-1,5
"34UFB1",34,30,82,39,36,91,5,6,9,8,2,18,2,2,20,-6,0,2
"34UFB2",34,31,83,45,34,88,11,3,5,8,2,23,6,1,16,-2,-1,-7
"34UFB3",37,39,96,43,40,95,6,1,-1,7,2,13,5,1,17,-2,-1,4
"34UFB4",35,35,97,42,32,92,7,-3,-5,5,3,14,3,3,13,-2,0,-1
"34UFC1",32,32,85,41,36,85,9,4,0,3,1,8,4,1,15,1,0,7
"34UFC2",40,36,90,41,38,88,1,2,-2,6,1,14,1,NA,15,-5,NA,1
"34UFC3",35,32,85,46,38,94,11,6,9,1,NA,3,5,1,16,4,NA,13
"34UFC4",40,40,98,47,41,92,7,1,-6,10,3,21,7,1,19,-3,-2,-2
"34UFD1",35,33,88,47,34,89,12,1,1,5,1,16,4,NA,18,-1,NA,2
"34UFD2",32,30,84,45,32,87,13,2,3,5,NA,9,5,NA,14,0,NA,5
"34UFD3",43,38,93,47,37,91,4,-1,-2,10,2,28,6,NA,17,-4,NA,-11
"34UFD4",44,34,89,48,39,93,4,5,4,21,6,40,8,NA,22,-13,NA,-18
"34UFE1",43,27,88,48,31,82,5,4,-6,9,1,15,5,NA,23,-4,NA,8
"34UFE2",40,37,92,47,39,92,7,2,0,11,1,25,8,1,30,-3,0,5
"34UFE3",43,33,84,50,38,93,7,5,9,7,1,24,4,1,19,-3,0,-5
"34UFE4",38,28,86,45,40,89,7,12,3,8,2,13,2,NA,11,-6,NA,-2
"34UFF1",36,31,86,41,27,78,5,-4,-8,NA,NA,NA,NA,NA,9,NA,NA,NA
"34UFF2",41,28,85,47,28,88,6,0,3,9,1,15,6,NA,16,-3,NA,1
"34UFF3",37,29,78,47,37,87,10,8,9,1,NA,1,8,1,20,7,NA,19
"34UFF4",42,37,86,47,38,84,5,1,-2,5,1,7,4,1,21,-1,0,14
"34UFG1",35,33,76,45,31,85,10,-2,9,NA,NA,NA,3,NA,10,NA,NA,NA
"34UFG2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,11,NA,NA,NA
"34UFG3",30,24,70,40,24,68,10,0,-2,NA,NA,NA,2,NA,8,NA,NA,NA
"34UFG4",32,18,70,39,27,69,7,9,-1,NA,NA,NA,1,NA,7,NA,NA,NA
"34UFU1",35,26,73,33,29,86,-2,3,13,8,2,19,3,2,10,-5,0,-9
"34UFU2",32,24,83,34,31,88,2,7,5,7,2,20,NA,2,4,NA,0,-16
"34UFU4",38,22,72,38,26,83,0,4,11,6,2,16,8,1,19,2,-1,3
"34UFV1",41,27,80,43,21,71,2,-6,-9,7,2,24,6,1,16,-1,-1,-8
"34UFV2",41,17,63,45,19,67,4,2,4,9,2,22,16,NA,26,7,NA,4
"34UGU2",39,21,69,42,20,69,3,-1,0,9,2,13,5,NA,17,-4,NA,4
"34VCL3",34,28,79,38,33,81,4,5,2,6,NA,15,13,1,24,7,NA,9
"34VCM3",38,30,82,44,34,90,6,4,8,8,NA,15,13,NA,21,5,NA,6
"34VCM4",38,31,84,46,36,90,8,5,6,11,NA,19,13,1,26,2,NA,7
"34VCQ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,12,9,NA,17,5,NA,5
"34VCR3",37,21,67,39,19,63,2,-2,-4,3,NA,4,8,NA,15,5,NA,11
"34VCR4",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,9,8,1,19,5,NA,10
"34VDH3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"34VDH4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"34VDR1",41,30,80,43,35,84,2,5,4,4,NA,12,12,1,24,8,NA,12
"34VDR2",37,29,77,42,33,73,5,4,-4,3,NA,7,11,NA,15,8,NA,8
"34VDR3",41,32,84,44,36,91,3,4,7,7,NA,14,12,1,24,5,NA,10
"34VEH1",39,33,80,50,38,89,11,5,9,NA,NA,NA,1,NA,6,NA,NA,NA
"34VEH2",40,37,89,50,34,87,10,-3,-2,1,NA,2,5,NA,12,4,NA,10
"34VEH3",40,34,71,48,28,83,8,-6,12,NA,NA,NA,NA,NA,1,NA,NA,NA
"34VEH4",38,33,85,46,26,74,8,-7,-11,NA,NA,1,2,NA,8,NA,NA,7
"34VEJ2",38,25,75,50,34,86,12,9,11,NA,NA,NA,NA,NA,4,NA,NA,NA
"34VEJ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
"34VEJ4",36,29,76,47,32,80,11,3,4,NA,NA,NA,NA,NA,3,NA,NA,NA
"34VEK4",30,30,62,42,34,80,12,4,18,4,1,17,3,NA,15,-1,NA,-2
"34VEM3",40,35,91,46,37,93,6,2,2,5,1,11,13,1,21,8,0,10
"34VEN1",41,33,89,47,36,98,6,3,9,6,1,18,9,1,21,3,0,3
"34VEN2",40,34,87,46,37,99,6,3,12,5,1,3,10,NA,18,5,NA,15
"34VEN3",42,32,81,49,42,89,7,10,8,6,NA,15,10,NA,14,4,NA,-1
"34VEN4",42,35,80,50,36,93,8,1,13,6,1,16,12,1,23,6,0,7
"34VEP1",45,37,97,50,41,105,5,4,8,5,NA,8,9,NA,12,4,NA,4
"34VEP2",44,38,95,49,42,103,5,4,8,4,1,17,10,NA,18,6,NA,1
"34VEP3",37,27,74,46,36,85,9,9,11,2,NA,8,9,NA,13,7,NA,5
"34VEP4",42,32,80,48,39,90,6,7,10,9,1,17,8,NA,18,-1,NA,1
"34VEQ1",44,36,94,47,39,101,3,3,7,6,1,4,8,1,13,2,0,9
"34VEQ2",43,36,91,47,42,104,4,6,13,4,NA,10,10,1,16,6,NA,6
"34VEQ3",37,29,75,46,33,86,9,4,11,5,1,16,7,1,13,2,0,-3
"34VEQ4",39,28,69,42,37,86,3,9,17,3,NA,8,8,NA,13,5,NA,5
"34VER2",39,33,83,47,39,97,8,6,14,5,NA,8,8,NA,17,3,NA,9
"34VER3",39,33,86,46,40,101,7,7,15,1,NA,5,3,NA,10,2,NA,5
"34VER4",40,32,79,49,40,100,9,8,21,3,NA,8,9,NA,13,6,NA,5
"34VFH1",35,27,68,47,30,80,12,3,12,NA,NA,NA,1,NA,1,NA,NA,NA
"34VFH2",38,30,71,42,26,75,4,-4,4,NA,NA,NA,2,NA,11,NA,NA,NA
"34VFH3",38,28,75,46,30,80,8,2,5,NA,NA,NA,NA,NA,1,NA,NA,NA
"34VFH4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"34VFJ1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"34VFJ2",39,35,87,50,37,89,11,2,2,NA,NA,NA,1,NA,5,NA,NA,NA
"34VFJ4",41,33,87,46,38,83,5,5,-4,NA,NA,NA,1,NA,4,NA,NA,NA
"34VFK1",37,37,84,36,36,87,-1,-1,3,6,1,23,5,NA,23,-1,NA,0
"34VFK3",44,39,90,50,42,99,6,3,9,6,1,24,9,1,27,3,0,3
"34VFK4",31,29,78,43,35,83,12,6,5,1,1,7,4,NA,17,3,NA,10
"34VFL1",33,30,67,41,29,63,8,-1,-4,6,1,19,5,NA,17,-1,NA,-2
"34VFL2",40,37,92,42,42,94,2,5,2,5,1,24,9,1,25,4,0,1
"34VFL3",40,33,83,50,40,86,10,7,3,7,1,24,11,1,24,4,0,0
"34VFL4",44,36,87,48,41,90,4,5,3,9,1,25,11,NA,30,2,NA,5
"34VFM1",43,36,87,50,37,92,7,1,5,10,2,22,15,1,21,5,-1,-1
"34VFM2",41,32,88,45,35,92,4,3,4,11,2,19,9,NA,12,-2,NA,-7
"34VFN1",40,33,80,45,35,87,5,2,7,10,1,21,12,NA,25,2,NA,4
"34VFN2",41,29,78,44,35,84,3,6,6,8,2,20,12,2,19,4,0,-1
"34VFP1",40,27,75,46,37,84,6,10,9,7,NA,13,13,NA,16,6,NA,3
"34VFP2",40,32,80,50,42,91,10,10,11,11,2,15,12,NA,18,1,NA,3
"34VFQ1",39,30,78,46,35,86,7,5,8,5,1,10,7,NA,13,2,NA,3
"34VFQ2",37,28,76,44,36,87,7,8,11,7,1,15,8,NA,15,1,NA,0
"34VFR1",42,36,81,47,41,95,5,5,14,6,NA,16,7,NA,16,1,NA,0
"34VFR2",39,33,76,48,36,85,9,3,9,4,1,15,3,NA,12,-1,NA,-3
"34VXH2",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,7,7,1,15,4,NA,8
"34WCS3",37,21,68,43,20,69,6,-1,1,3,NA,2,7,NA,16,4,NA,14
"34WCS4",37,21,66,32,18,62,-5,-3,-4,2,NA,NA,3,NA,11,1,NA,NA
"34WCT3",38,18,64,35,20,59,-3,2,-5,1,NA,2,5,NA,9,4,NA,7
"34WCT4",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,4,NA,7,3,NA,6
"34WCU3",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,1,NA,7,-2,NA,3
"34WCU4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,6,NA,NA,4
"34WCV4",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,3,NA,9,0,NA,6
"34WDA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,13,6,NA,14,-1,NA,1
"34WDA2",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,7,3,NA,12,-1,NA,5
"34WDA3",29,24,62,17,14,45,-12,-10,-17,3,NA,5,3,NA,9,0,NA,4
"34WDA4",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,14,5,NA,15,-3,NA,1
"34WDB1",29,25,64,33,21,66,4,-4,2,7,1,15,7,1,18,0,0,3
"34WDB2",24,16,56,24,18,45,0,2,-11,7,NA,12,9,NA,14,2,NA,2
"34WDB3",20,22,62,31,26,64,11,4,2,7,1,12,7,NA,13,0,NA,1
"34WDB4",15,21,47,18,21,48,3,0,1,3,NA,6,2,NA,5,-1,NA,-1
"34WDC2",20,26,61,30,30,70,10,4,9,5,2,13,7,1,17,2,-1,4
"34WDC3",9,20,45,11,20,39,2,0,-6,5,NA,7,3,NA,7,-2,NA,0
"34WDC4",18,19,52,17,17,47,-1,-2,-5,2,NA,9,7,NA,13,5,NA,4
"34WDS1",38,21,70,39,20,65,1,-1,-5,3,NA,2,5,NA,16,2,NA,14
"34WDS2",37,20,68,40,18,64,3,-2,-4,4,NA,6,7,NA,16,3,NA,10
"34WDS3",38,23,72,44,30,72,6,7,0,3,NA,12,8,1,18,5,NA,6
"34WDS4",39,27,74,44,33,75,5,6,1,1,NA,4,11,NA,16,10,NA,12
"34WDT1",35,20,67,33,24,67,-2,4,0,4,NA,11,4,NA,12,0,NA,1
"34WDT2",37,21,69,40,29,73,3,8,4,3,NA,10,4,NA,14,1,NA,4
"34WDT3",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,8,5,NA,12,1,NA,4
"34WDT4",36,21,70,34,18,60,-2,-3,-10,3,NA,2,6,1,11,3,NA,9
"34WDU1",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,10,5,NA,14,-3,NA,4
"34WDU2",35,19,64,29,13,45,-6,-6,-19,1,NA,2,3,NA,9,2,NA,7
"34WDU3",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,4,NA,15,1,NA,9
"34WDU4",36,19,66,39,18,66,3,-1,0,4,NA,8,5,NA,13,1,NA,5
"34WDV1",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,8,6,NA,6,-1,NA,-2
"34WDV2",36,21,60,31,22,56,-5,1,-4,4,NA,6,7,NA,9,3,NA,3
"34WDV3",34,23,65,34,21,58,0,-2,-7,8,1,10,6,1,12,-2,0,2
"34WDV4",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,13,4,NA,12,-1,NA,-1
"34WEA1",31,22,65,18,20,48,-13,-2,-17,3,NA,8,2,NA,9,-1,NA,1
"34WEA2",32,20,57,28,17,62,-4,-3,5,7,NA,14,2,NA,9,-5,NA,-5
"34WEA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,10,3,NA,6,-1,NA,-4
"34WEA4",34,19,59,28,12,46,-6,-7,-13,1,NA,4,1,NA,7,0,NA,3
"34WEB1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,4,NA,NA,-1
"34WEB2",24,24,56,23,27,62,-1,3,6,1,NA,2,4,NA,4,3,NA,2
"34WEB3",12,24,51,13,19,43,1,-5,-8,3,NA,10,3,NA,6,0,NA,-4
"34WEB4",16,22,55,20,21,54,4,-1,-1,7,NA,12,3,NA,6,-4,NA,-6
"34WEC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,8,6,NA,13,5,NA,5
"34WEC2",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,8,6,NA,11,1,NA,3
"34WEC3",NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,13,8,NA,13,2,NA,0
"34WEC4",9,17,37,17,21,42,8,4,5,5,NA,12,7,NA,8,2,NA,-4
"34WED2",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,1,NA,3,0,NA,-2
"34WED4",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,9,2,NA,7,0,NA,-2
"34WES1",34,26,73,38,32,76,4,6,3,2,NA,4,4,NA,14,2,NA,10
"34WES2",34,27,76,43,35,74,9,8,-2,4,NA,5,8,NA,17,4,NA,12
"34WET1",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,11,7,1,17,3,NA,6
"34WET2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,NA,12,NA,NA,6
"34WET3",33,27,81,41,32,84,8,5,3,2,NA,11,7,NA,22,5,NA,11
"34WEU1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,5,NA,11,4,NA,9
"34WEU2",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,5,8,1,18,7,NA,13
"34WEU3",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,5,NA,11,3,NA,8
"34WEU4",37,27,74,40,26,73,3,-1,-1,4,NA,6,5,NA,18,1,NA,12
"34WEV1",33,20,59,34,10,48,1,-10,-11,NA,NA,2,4,NA,10,NA,NA,8
"34WEV2",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,4,NA,11,3,NA,8
