"cellID","Forest_t0","Agriculture_t0","Urban_t0","Grassland_t0","Other_t0","Area_Total_t0","forest_sp_t0","agriculture_sp_t0","generalist_sp_t0","Sp_Total_t0","Forest_t1","Agriculture_t1","Urban_t1","Grassland_t1","Other_t1","Area_Total_t1","forest_sp_t1","agriculture_sp_t1","generalist_sp_t1","Sp_Total_t1","deltaT","deltaS_F","deltaS_A","deltaS_O"
"size_1_143",143210000,2192690000,41730000,30480000,91890000,2.5e+09,36,30,71,137,143210000,2192690000,41730000,30480000,91890000,2.5e+09,18,21,70,109,0.5,-18,-9,-1
"size_1_144",383530000,1736940000,112600000,89790000,177140000,2.5e+09,34,28,72,134,383530000,1736940000,112600000,89790000,177140000,2.5e+09,24,18,66,108,0.5,-10,-10,-6
"size_1_145",839510000,96120000,4320000,200740000,1359310000,2.5e+09,30,33,62,125,839510000,96120000,4320000,200740000,1359310000,2.5e+09,18,13,60,91,0.5,-12,-20,-2
"size_1_146",956870000,975960000,14180000,205340000,347650000,2.5e+09,36,35,70,141,956870000,975960000,14180000,205340000,347650000,2.5e+09,22,18,68,108,0.5,-14,-17,-2
"size_1_147",820760000,115610000,3220000,437800000,1122610000,2.5e+09,31,34,66,131,820760000,115610000,3220000,437800000,1122610000,2.5e+09,21,14,56,91,0.5,-10,-20,-10
"size_1_148",696900000,1343060000,14700000,206460000,238880000,2.5e+09,36,34,75,145,696900000,1343060000,14700000,206460000,238880000,2.5e+09,21,17,72,110,0.5,-15,-17,-3
"size_1_149",280640000,283700000,16870000,67010000,1591580000,2239800000,28,23,49,100,280640000,283700000,16870000,67010000,1591580000,2239800000,14,9,57,80,0.5,-14,-14,8
"size_1_150",58320000,47850000,13300000,70660000,1.49e+09,1680130000,28,28,55,111,58320000,47850000,13300000,70660000,1.49e+09,1680130000,18,11,57,86,0.5,-10,-17,2
"size_1_151",437510000,776500000,655860000,324240000,305890000,2.5e+09,36,33,78,147,437510000,776500000,655860000,324240000,305890000,2.5e+09,28,23,75,126,0.5,-8,-10,-3
"size_1_152",622660000,1291730000,14930000,356120000,214560000,2.5e+09,34,30,65,129,622660000,1291730000,14930000,356120000,214560000,2.5e+09,24,19,67,110,0.5,-10,-11,2
"size_1_153",868580000,287810000,110100000,710050000,523460000,2.5e+09,36,36,78,150,868580000,287810000,110100000,710050000,523460000,2.5e+09,27,20,71,118,0.5,-9,-16,-7
"size_1_154",703900000,725510000,7590000,464510000,598490000,2.5e+09,32,30,70,132,703900000,725510000,7590000,464510000,598490000,2.5e+09,22,17,65,104,0.5,-10,-13,-5
"size_1_155",501120000,1002970000,48320000,318990000,628600000,2.5e+09,38,35,73,146,501120000,1002970000,48320000,318990000,628600000,2.5e+09,26,20,70,116,0.5,-12,-15,-3
"size_1_156",150420000,2086200000,55060000,122130000,86190000,2.5e+09,34,30,69,133,150420000,2086200000,55060000,122130000,86190000,2.5e+09,22,18,63,103,0.5,-12,-12,-6
"size_1_157",303870000,1960750000,26090000,38830000,170460000,2.5e+09,33,33,65,131,303870000,1960750000,26090000,38830000,170460000,2.5e+09,25,18,63,106,0.5,-8,-15,-2
"size_1_158",1168880000,554840000,11140000,196370000,568770000,2.5e+09,32,32,79,143,1168880000,554840000,11140000,196370000,568770000,2.5e+09,22,20,68,110,0.5,-10,-12,-11
"size_1_159",1049210000,999090000,11860000,101510000,338330000,2.5e+09,36,34,75,145,1049210000,999090000,11860000,101510000,338330000,2.5e+09,20,15,60,95,0.5,-16,-19,-15
"size_1_160",709120000,229390000,36320000,639190000,885980000,2.5e+09,33,29,66,128,709120000,229390000,36320000,639190000,885980000,2.5e+09,22,17,68,107,0.5,-11,-12,2
"size_1_161",593520000,1011830000,6450000,405280000,482920000,2.5e+09,35,30,73,138,593520000,1011830000,6450000,405280000,482920000,2.5e+09,23,15,67,105,0.5,-12,-15,-6
"size_1_162",1027430000,489380000,44520000,431330000,507340000,2.5e+09,31,33,64,128,1027430000,489380000,44520000,431330000,507340000,2.5e+09,21,18,67,106,0.5,-10,-15,3
"size_1_163",686820000,1247940000,7900000,109560000,447780000,2.5e+09,36,33,75,144,686820000,1247940000,7900000,109560000,447780000,2.5e+09,23,15,66,104,0.5,-13,-18,-9
"size_1_164",15250000,89270000,34640000,4660000,1854180000,1.998e+09,34,24,51,109,15250000,89270000,34640000,4660000,1854180000,1.998e+09,14,15,49,78,0.5,-20,-9,-2
"size_1_165",174950000,495480000,153630000,63890000,1606980000,2494930000,36,27,70,133,174950000,495480000,153630000,63890000,1606980000,2494930000,18,19,67,104,0.5,-18,-8,-3
"size_1_166",536750000,1318270000,16620000,201940000,426420000,2.5e+09,34,27,64,125,536750000,1318270000,16620000,201940000,426420000,2.5e+09,24,18,71,113,0.5,-10,-9,7
"size_1_167",1394690000,463320000,3330000,364200000,274460000,2.5e+09,33,28,65,126,1394690000,463320000,3330000,364200000,274460000,2.5e+09,18,13,58,89,0.5,-15,-15,-7
"size_1_168",527850000,1092820000,4710000,486960000,387660000,2.5e+09,30,27,63,120,527850000,1092820000,4710000,486960000,387660000,2.5e+09,21,17,63,101,0.5,-9,-10,0
"size_1_169",868980000,894100000,8420000,408060000,320440000,2.5e+09,32,30,64,126,868980000,894100000,8420000,408060000,320440000,2.5e+09,19,16,68,103,0.5,-13,-14,4
"size_1_170",1156540000,439770000,2490000,423140000,478060000,2.5e+09,31,24,54,109,1156540000,439770000,2490000,423140000,478060000,2.5e+09,18,12,53,83,0.5,-13,-12,-1
"size_1_171",1122100000,428440000,30750000,298040000,620670000,2.5e+09,33,32,81,146,1122100000,428440000,30750000,298040000,620670000,2.5e+09,23,16,68,107,0.5,-10,-16,-13
"size_1_172",1368200000,537980000,15610000,213960000,364250000,2.5e+09,35,32,73,140,1368200000,537980000,15610000,213960000,364250000,2.5e+09,20,18,64,102,0.5,-15,-14,-9
"size_1_173",394660000,1167240000,39190000,142700000,756210000,2.5e+09,39,37,86,162,394660000,1167240000,39190000,142700000,756210000,2.5e+09,25,19,69,113,0.5,-14,-18,-17
"size_1_174",483180000,1254650000,5540000,270420000,486210000,2.5e+09,34,30,68,132,483180000,1254650000,5540000,270420000,486210000,2.5e+09,21,19,65,105,0.5,-13,-11,-3
"size_1_175",1521090000,202060000,139530000,305950000,331370000,2.5e+09,30,32,66,128,1521090000,202060000,139530000,305950000,331370000,2.5e+09,22,17,67,106,0.5,-8,-15,1
"size_1_176",703080000,1359370000,91110000,52190000,294250000,2.5e+09,37,35,82,154,703080000,1359370000,91110000,52190000,294250000,2.5e+09,29,21,81,131,0.5,-8,-14,-1
"size_1_177",1461240000,61680000,98480000,553440000,325160000,2.5e+09,35,33,70,138,1461240000,61680000,98480000,553440000,325160000,2.5e+09,22,16,64,102,0.5,-13,-17,-6
"size_1_178",785680000,1205050000,33270000,141460000,334540000,2.5e+09,37,40,83,160,785680000,1205050000,33270000,141460000,334540000,2.5e+09,26,20,70,116,0.5,-11,-20,-13
"size_1_179",45480000,611760000,132320000,323010000,1387430000,2.5e+09,41,26,69,136,45480000,611760000,132320000,323010000,1387430000,2.5e+09,22,22,67,111,0.5,-19,-4,-2
"size_1_180",297240000,1115780000,176730000,237570000,672680000,2.5e+09,39,27,80,146,297240000,1115780000,176730000,237570000,672680000,2.5e+09,21,21,68,110,0.5,-18,-6,-12
"size_1_181",6830000,83910000,43910000,11300000,1970100000,2116050000,34,23,61,118,6830000,83910000,43910000,11300000,1970100000,2116050000,20,18,57,95,0.5,-14,-5,-4
"size_1_182",283020000,1612810000,129110000,381580000,93480000,2.5e+09,39,28,70,137,283020000,1612810000,129110000,381580000,93480000,2.5e+09,18,17,58,93,0.5,-21,-11,-12
"size_1_183",48540000,905470000,227950000,500810000,817230000,2.5e+09,38,29,71,138,48540000,905470000,227950000,500810000,817230000,2.5e+09,29,27,72,128,0.5,-9,-2,1
"size_1_184",645630000,832900000,19860000,224560000,777050000,2.5e+09,28,24,53,105,645630000,832900000,19860000,224560000,777050000,2.5e+09,18,12,57,87,0.5,-10,-12,4
"size_1_185",260690000,1646900000,11310000,14030000,567070000,2.5e+09,36,27,64,127,260690000,1646900000,11310000,14030000,567070000,2.5e+09,23,16,66,105,0.5,-13,-11,2
"size_1_186",171150000,1840960000,49430000,36150000,402310000,2.5e+09,39,33,81,153,171150000,1840960000,49430000,36150000,402310000,2.5e+09,27,23,82,132,0.5,-12,-10,1
"size_1_187",222340000,1590760000,33010000,83740000,570150000,2.5e+09,37,30,74,141,222340000,1590760000,33010000,83740000,570150000,2.5e+09,26,21,73,120,0.5,-11,-9,-1
"size_1_188",639090000,1333590000,11990000,31630000,483700000,2.5e+09,36,33,77,146,639090000,1333590000,11990000,31630000,483700000,2.5e+09,26,19,79,124,0.5,-10,-14,2
"size_1_189",1273600000,181390000,20680000,877910000,146420000,2.5e+09,37,34,80,151,1273600000,181390000,20680000,877910000,146420000,2.5e+09,20,13,61,94,0.5,-17,-21,-19
"size_1_190",759080000,1106920000,78730000,33650000,521620000,2.5e+09,38,40,78,156,759080000,1106920000,78730000,33650000,521620000,2.5e+09,27,21,79,127,0.5,-11,-19,1
"size_1_191",1066360000,449310000,31930000,814450000,137950000,2.5e+09,34,37,71,142,1066360000,449310000,31930000,814450000,137950000,2.5e+09,19,15,62,96,0.5,-15,-22,-9
"size_1_192",1437220000,305300000,4220000,173180000,580080000,2.5e+09,34,36,69,139,1437220000,305300000,4220000,173180000,580080000,2.5e+09,22,18,68,108,0.5,-12,-18,-1
"size_1_193",474780000,64510000,44660000,650000,1606300000,2190900000,32,25,42,99,474780000,64510000,44660000,650000,1606300000,2190900000,19,14,53,86,0.5,-13,-11,11
"size_1_194",536810000,499490000,220540000,207060000,1002840000,2466740000,31,29,67,127,536810000,499490000,220540000,207060000,1002840000,2466740000,23,22,71,116,0.5,-8,-7,4
"size_1_195",626940000,497610000,74340000,9480000,1291630000,2.5e+09,30,22,47,99,626940000,497610000,74340000,9480000,1291630000,2.5e+09,18,16,53,87,0.5,-12,-6,6
"size_1_196",556690000,1587300000,120800000,179790000,55420000,2.5e+09,33,26,65,124,556690000,1587300000,120800000,179790000,55420000,2.5e+09,17,21,61,99,0.5,-16,-5,-4
"size_1_197",263280000,1740000,39770000,660000,1439250000,1744700000,33,26,45,104,263280000,1740000,39770000,660000,1439250000,1744700000,18,17,55,90,0.5,-15,-9,10
"size_1_198",249130000,11390000,64390000,330000,1562220000,1887460000,28,24,50,102,249130000,11390000,64390000,330000,1562220000,1887460000,16,16,45,77,0.5,-12,-8,-5
"size_1_199",868560000,469190000,427030000,106200000,629020000,2.5e+09,39,29,66,134,868560000,469190000,427030000,106200000,629020000,2.5e+09,22,20,65,107,0.5,-17,-9,-1
"size_1_200",124150000,118150000,79590000,38090000,1815700000,2175680000,40,28,65,133,124150000,118150000,79590000,38090000,1815700000,2175680000,23,22,63,108,0.5,-17,-6,-2
"size_1_201",134070000,10370000,18450000,4170000,1420390000,1587450000,31,25,45,101,134070000,10370000,18450000,4170000,1420390000,1587450000,15,14,45,74,0.5,-16,-11,0
"size_1_202",292300000,1659970000,144230000,297550000,105950000,2.5e+09,43,31,66,140,292300000,1659970000,144230000,297550000,105950000,2.5e+09,25,25,72,122,0.5,-18,-6,6
"size_1_203",484060000,1109660000,69340000,239710000,597230000,2.5e+09,37,28,58,123,484060000,1109660000,69340000,239710000,597230000,2.5e+09,22,23,67,112,0.5,-15,-5,9
"size_1_204",107100000,1830190000,157870000,387630000,17210000,2.5e+09,39,28,69,136,107100000,1830190000,157870000,387630000,17210000,2.5e+09,17,16,58,91,0.5,-22,-12,-11
"size_1_205",41810000,608100000,150890000,226200000,1.473e+09,2.5e+09,44,30,79,153,41810000,608100000,150890000,226200000,1.473e+09,2.5e+09,25,25,69,119,0.5,-19,-5,-10
"size_1_206",146690000,1710800000,108380000,524960000,9170000,2.5e+09,38,29,59,126,146690000,1710800000,108380000,524960000,9170000,2.5e+09,18,15,67,100,0.5,-20,-14,8
"size_1_207",122810000,1940420000,155920000,269170000,11680000,2.5e+09,41,28,62,131,122810000,1940420000,155920000,269170000,11680000,2.5e+09,21,19,62,102,0.5,-20,-9,0
"size_1_208",179490000,1739370000,87590000,4.66e+08,27550000,2.5e+09,37,29,67,133,179490000,1739370000,87590000,4.66e+08,27550000,2.5e+09,18,17,57,92,0.5,-19,-12,-10
"size_1_209",91760000,1554270000,344830000,441150000,67990000,2.5e+09,40,32,72,144,91760000,1554270000,344830000,441150000,67990000,2.5e+09,24,24,77,125,0.5,-16,-8,5
"size_1_210",141850000,1340220000,197460000,777910000,42560000,2.5e+09,39,29,68,136,141850000,1340220000,197460000,777910000,42560000,2.5e+09,19,22,73,114,0.5,-20,-7,5
"size_1_211",131340000,1655790000,142580000,551810000,18480000,2.5e+09,34,28,63,125,131340000,1655790000,142580000,551810000,18480000,2.5e+09,19,20,69,108,0.5,-15,-8,6
"size_1_212",1048150000,311990000,3830000,554740000,581290000,2.5e+09,30,29,62,121,1048150000,311990000,3830000,554740000,581290000,2.5e+09,21,12,56,89,0.5,-9,-17,-6
"size_1_213",130440000,1971240000,21030000,26530000,350760000,2.5e+09,31,27,62,120,130440000,1971240000,21030000,26530000,350760000,2.5e+09,23,18,72,113,0.5,-8,-9,10
"size_1_214",548870000,1245710000,14010000,28330000,663080000,2.5e+09,40,42,92,174,548870000,1245710000,14010000,28330000,663080000,2.5e+09,29,18,71,118,0.5,-11,-24,-21
"size_1_215",181450000,1915610000,12800000,20690000,369450000,2.5e+09,34,33,72,139,181450000,1915610000,12800000,20690000,369450000,2.5e+09,21,15,70,106,0.5,-13,-18,-2
"size_1_216",838190000,567890000,114010000,717360000,262550000,2.5e+09,35,37,71,143,838190000,567890000,114010000,717360000,262550000,2.5e+09,20,15,67,102,0.5,-15,-22,-4
"size_1_217",1027320000,141850000,14600000,478780000,837450000,2.5e+09,34,36,78,148,1027320000,141850000,14600000,478780000,837450000,2.5e+09,23,17,68,108,0.5,-11,-19,-10
"size_1_218",477980000,1449260000,242070000,233380000,97310000,2.5e+09,28,26,51,105,477980000,1449260000,242070000,233380000,97310000,2.5e+09,20,16,55,91,0.5,-8,-10,4
"size_1_219",1215910000,737520000,66420000,104830000,375320000,2.5e+09,29,23,50,102,1215910000,737520000,66420000,104830000,375320000,2.5e+09,17,15,52,84,0.5,-12,-8,2
"size_1_220",258990000,2033450000,139510000,56450000,11600000,2.5e+09,39,32,58,129,258990000,2033450000,139510000,56450000,11600000,2.5e+09,19,17,61,97,0.5,-20,-15,3
"size_1_221",668630000,1570250000,52890000,107780000,100450000,2.5e+09,35,26,54,115,668630000,1570250000,52890000,107780000,100450000,2.5e+09,18,14,52,84,0.5,-17,-12,-2
"size_1_222",276380000,1748040000,117550000,335600000,22430000,2.5e+09,35,28,56,119,276380000,1748040000,117550000,335600000,22430000,2.5e+09,20,19,67,106,0.5,-15,-9,11
"size_1_223",590890000,1233970000,102590000,542970000,29580000,2.5e+09,38,30,71,139,590890000,1233970000,102590000,542970000,29580000,2.5e+09,22,20,70,112,0.5,-16,-10,-1
"size_1_224",517110000,1589080000,145190000,189900000,58720000,2.5e+09,44,29,69,142,517110000,1589080000,145190000,189900000,58720000,2.5e+09,21,22,74,117,0.5,-23,-7,5
"size_1_225",24740000,397660000,49300000,164700000,1863600000,2.5e+09,33,21,48,102,24740000,397660000,49300000,164700000,1863600000,2.5e+09,12,16,58,86,0.5,-21,-5,10
"size_1_226",122420000,681520000,83560000,382530000,1229970000,2.5e+09,38,24,58,120,122420000,681520000,83560000,382530000,1229970000,2.5e+09,13,15,53,81,0.5,-25,-9,-5
"size_1_227",32180000,339550000,23850000,413090000,1431860000,2240530000,33,20,54,107,32180000,339550000,23850000,413090000,1431860000,2240530000,10,12,47,69,0.5,-23,-8,-7
"size_1_228",15360000,65020000,7170000,213030000,1484860000,1785440000,30,18,48,96,15360000,65020000,7170000,213030000,1484860000,1785440000,9,12,54,75,0.5,-21,-6,6
"size_1_229",19470000,137360000,42730000,308490000,1836600000,2344650000,37,25,62,124,19470000,137360000,42730000,308490000,1836600000,2344650000,11,17,63,91,0.5,-26,-8,1
"size_1_230",39010000,86620000,197480000,594250000,1582640000,2.5e+09,33,16,44,93,39010000,86620000,197480000,594250000,1582640000,2.5e+09,10,19,46,75,0.5,-23,3,2
"size_1_231",28440000,199220000,66490000,887320000,1318200000,2499670000,32,16,43,91,28440000,199220000,66490000,887320000,1318200000,2499670000,9,15,44,68,0.5,-23,-1,1
"size_1_232",343600000,1770000,9070000,133160000,2012400000,2.5e+09,32,22,43,97,343600000,1770000,9070000,133160000,2012400000,2.5e+09,12,11,35,58,0.5,-20,-11,-8
"size_1_233",205810000,70210000,112730000,415200000,1696050000,2.5e+09,35,21,55,111,205810000,70210000,112730000,415200000,1696050000,2.5e+09,12,25,62,99,0.5,-23,4,7
"size_1_234",251290000,47160000,26380000,362150000,1813020000,2.5e+09,40,26,67,133,251290000,47160000,26380000,362150000,1813020000,2.5e+09,15,16,54,85,0.5,-25,-10,-13
"size_1_235",35330000,632450000,159170000,51590000,1621460000,2.5e+09,36,24,60,120,35330000,632450000,159170000,51590000,1621460000,2.5e+09,14,15,58,87,0.5,-22,-9,-2
"size_1_236",25450000,312910000,43600000,21090000,2094600000,2497650000,34,26,62,122,25450000,312910000,43600000,21090000,2094600000,2497650000,19,17,57,93,0.5,-15,-9,-5
"size_1_237",80320000,481030000,108150000,410380000,1419100000,2498980000,37,23,68,128,80320000,481030000,108150000,410380000,1419100000,2498980000,14,17,62,93,0.5,-23,-6,-6
"size_1_238",61820000,166480000,43940000,633900000,1593860000,2.5e+09,30,21,38,89,61820000,166480000,43940000,633900000,1593860000,2.5e+09,10,11,54,75,0.5,-20,-10,16
"size_1_239",196740000,828050000,36920000,1206750000,231540000,2.5e+09,35,19,57,111,196740000,828050000,36920000,1206750000,231540000,2.5e+09,8,15,52,75,0.5,-27,-4,-5
"size_1_240",121820000,368040000,99610000,670330000,1240200000,2.5e+09,32,23,58,113,121820000,368040000,99610000,670330000,1240200000,2.5e+09,12,15,64,91,0.5,-20,-8,6
"size_1_241",168850000,839830000,163110000,871350000,456860000,2.5e+09,35,25,60,120,168850000,839830000,163110000,871350000,456860000,2.5e+09,10,19,65,94,0.5,-25,-6,5
"size_1_242",256290000,12520000,15090000,1764150000,451950000,2.5e+09,41,26,59,126,256290000,12520000,15090000,1764150000,451950000,2.5e+09,9,16,56,81,0.5,-32,-10,-3
"size_1_243",135240000,68570000,222140000,1043860000,1030190000,2.5e+09,39,24,58,121,135240000,68570000,222140000,1043860000,1030190000,2.5e+09,10,22,69,101,0.5,-29,-2,11
"size_1_244",190250000,236680000,19540000,1619080000,434450000,2.5e+09,36,21,55,112,190250000,236680000,19540000,1619080000,434450000,2.5e+09,9,21,60,90,0.5,-27,0,5
"size_1_245",346070000,146770000,403740000,1112960000,490460000,2.5e+09,38,22,58,118,346070000,146770000,403740000,1112960000,490460000,2.5e+09,10,20,62,92,0.5,-28,-2,4
"size_1_246",31830000,17750000,53760000,742320000,1654340000,2.5e+09,41,27,68,136,31830000,17750000,53760000,742320000,1654340000,2.5e+09,16,27,75,118,0.5,-25,0,7
"size_1_247",217060000,20470000,21240000,697360000,1542840000,2498970000,39,25,57,121,217060000,20470000,21240000,697360000,1542840000,2498970000,8,17,59,84,0.5,-31,-8,2
"size_1_248",196220000,142730000,88450000,1583940000,488660000,2.5e+09,35,22,55,112,196220000,142730000,88450000,1583940000,488660000,2.5e+09,13,24,61,98,0.5,-22,2,6
"size_1_249",232460000,149730000,26760000,1847580000,243470000,2.5e+09,36,23,56,115,232460000,149730000,26760000,1847580000,243470000,2.5e+09,11,18,57,86,0.5,-25,-5,1
"size_1_250",22290000,128890000,195230000,205090000,1.706e+09,2257500000,33,20,57,110,22290000,128890000,195230000,205090000,1.706e+09,2257500000,13,23,64,100,0.5,-20,3,7
"size_1_251",249730000,189050000,16900000,631880000,1412440000,2.5e+09,41,29,68,138,249730000,189050000,16900000,631880000,1412440000,2.5e+09,12,27,59,98,0.5,-29,-2,-9
"size_1_252",118950000,275020000,59430000,1025010000,1021590000,2.5e+09,36,23,61,120,118950000,275020000,59430000,1025010000,1021590000,2.5e+09,9,25,62,96,0.5,-27,2,1
"size_1_253",165070000,53390000,40360000,845600000,1395580000,2.5e+09,46,32,77,155,165070000,53390000,40360000,845600000,1395580000,2.5e+09,11,25,65,101,0.5,-35,-7,-12
"size_1_254",231640000,1.57e+08,545880000,1117570000,447910000,2.5e+09,35,21,48,104,231640000,1.57e+08,545880000,1117570000,447910000,2.5e+09,11,23,58,92,0.5,-24,2,10
"size_1_255",529380000,59880000,39280000,739360000,1132100000,2.5e+09,30,20,45,95,529380000,59880000,39280000,739360000,1132100000,2.5e+09,8,20,50,78,0.5,-22,0,5
"size_1_256",272820000,255550000,247330000,931650000,792650000,2.5e+09,39,25,67,131,272820000,255550000,247330000,931650000,792650000,2.5e+09,10,20,56,86,0.5,-29,-5,-11
"size_1_257",480800000,180150000,59490000,1114660000,664900000,2.5e+09,39,25,56,120,480800000,180150000,59490000,1114660000,664900000,2.5e+09,10,20,53,83,0.5,-29,-5,-3
"size_1_258",241410000,1437030000,145850000,158180000,517530000,2.5e+09,36,24,63,123,241410000,1437030000,145850000,158180000,517530000,2.5e+09,15,18,61,94,0.5,-21,-6,-2
"size_1_259",189500000,1743080000,173640000,201560000,192220000,2.5e+09,33,24,52,109,189500000,1743080000,173640000,201560000,192220000,2.5e+09,16,17,58,91,0.5,-17,-7,6
"size_1_260",289190000,1883750000,100990000,149870000,76200000,2.5e+09,34,24,57,115,289190000,1883750000,100990000,149870000,76200000,2.5e+09,13,14,54,81,0.5,-21,-10,-3
"size_1_261",443590000,1708900000,78400000,220880000,48230000,2.5e+09,32,22,42,96,443590000,1708900000,78400000,220880000,48230000,2.5e+09,11,14,50,75,0.5,-21,-8,8
"size_1_262",20690000,234060000,66230000,10380000,1674930000,2006290000,32,21,50,103,20690000,234060000,66230000,10380000,1674930000,2006290000,13,17,53,83,0.5,-19,-4,3
"size_1_263",81020000,807190000,108420000,867630000,635740000,2.5e+09,40,25,70,135,81020000,807190000,108420000,867630000,635740000,2.5e+09,12,19,62,93,0.5,-28,-6,-8
"size_1_264",148310000,1259370000,159300000,927900000,5120000,2.5e+09,33,21,60,114,148310000,1259370000,159300000,927900000,5120000,2.5e+09,9,18,61,88,0.5,-24,-3,1
"size_1_265",468300000,397840000,753430000,804410000,76020000,2.5e+09,33,21,55,109,468300000,397840000,753430000,804410000,76020000,2.5e+09,12,21,62,95,0.5,-21,0,7
"size_1_266",270150000,616090000,231940000,488930000,892890000,2.5e+09,38,25,71,134,270150000,616090000,231940000,488930000,892890000,2.5e+09,16,25,71,112,0.5,-22,0,0
"size_1_267",192330000,1451660000,88320000,759110000,8580000,2.5e+09,33,22,53,108,192330000,1451660000,88320000,759110000,8580000,2.5e+09,8,20,58,86,0.5,-25,-2,5
"size_1_268",287400000,780810000,288860000,824800000,318130000,2.5e+09,36,24,60,120,287400000,780810000,288860000,824800000,318130000,2.5e+09,12,24,67,103,0.5,-24,0,7
